Datetime,Tweet Id,Text,Username,url
2022-01-21 23:00:00+00:00,1484662089818030087,"🗣️ You can #Respond2Racism in real life with tools such as being direct. If it’s a safe space to do so, walk up and calmly yet assertively ask the aggressor to stop their behavior. ✋ #StopAsianHate https://t.co/3Cl5PcK5hs https://t.co/IjXMtlpQPn",Respond2Racism,https://twitter.com/Respond2Racism/status/1484662089818030087
2022-01-21 22:56:38+00:00,1484661241473912834,#StopAsianHate #AllLivesMatter https://t.co/AtZcK0erMp,timacheson,https://twitter.com/timacheson/status/1484661241473912834
2022-01-21 22:42:38+00:00,1484657720703827969,"@EdforBoston Very concerned @ closure of TuftsChildrens on Chinatown which it is trained to serve- long trusted, hires workers from community. Children’s IS long &amp; scary way for those no car, low income, ESL, esp during time of covid &amp; #StopAsianHate will u speak out/write oped?",Bonchia88,https://twitter.com/Bonchia88/status/1484657720703827969
2022-01-21 22:34:56+00:00,1484655780968214528,"The message at this morning's vigil for #YaoPanMa was clear: NYC is one and we are united no matter our race or religion!

Thank you to @umasianalliance for organizing today's event. It is encouraging to see communities unite to #StopAsianHate https://t.co/NdlnJmzyG9",NYC_SBS,https://twitter.com/NYC_SBS/status/1484655780968214528
2022-01-21 22:33:36+00:00,1484655446493433858,"At Yao Pan Ma's vigil, Hen &amp; Arlene provided folks in the community means to defend themselves including pepper sprays &amp; tactical pans.  Very surprised how eager they were to acquire them and grateful for the opportunity to provide something substantial to them. #StopAsianHate https://t.co/BRhfT7UYof",DragonCombatCl1,https://twitter.com/DragonCombatCl1/status/1484655446493433858
2022-01-21 22:19:48+00:00,1484651972422688779,"As Acting Secretary of State, I attended Yao Pan Ma’s vigil today in East Harlem representing NYers as head of @NYSNewAmericans. Immigrants have been part of NY’s history for centuries, &amp; let’s not forget that we’re all part of the fabric of this great city &amp; state.#StopAsianHate https://t.co/AzWIokgaxr",NYSecofState,https://twitter.com/NYSecofState/status/1484651972422688779
2022-01-21 22:17:15+00:00,1484651329847021570,#StopAsianHate potentially making this worss https://t.co/HlMC6oTQLR,xsillent,https://twitter.com/xsillent/status/1484651329847021570
2022-01-21 21:44:53+00:00,1484643186622570496,"The Fall of Saigon -
'Jennie from the Communist Bloc' proves she is NO sister wife in the Housewives Franchise nor even a relevant member of the #BravoTV Family #NOH8 #StopAsianHate #BLM ... #CurtainCall #ExitStageLeft 👢Tạm biệt 👋 Jennie, ""You're Fired"" 👉 https://t.co/aE1ieRsEzq",VanDerWoestyne,https://twitter.com/VanDerWoestyne/status/1484643186622570496
2022-01-21 21:43:52+00:00,1484642930048516103,""" Bring Back Hanging"" #StopAsianHate right?🤔 https://t.co/6Zy5YwnYtl",RansdomS,https://twitter.com/RansdomS/status/1484642930048516103
2022-01-21 21:35:02+00:00,1484640706123767808,#ignorance #StopAsianHate #StopAsianHateCrimes #StopAAPIHate https://t.co/5ACM9Wx3qI,bohluklyn,https://twitter.com/bohluklyn/status/1484640706123767808
2022-01-21 21:28:42+00:00,1484639112703393795,@KlB82889226 @PeterBlackbur19 @iamLisaHunt Cops killing black people or people of color for no reason is racism. A racial group standing up because they’re tired of being killed by racists for no reason is not racist. Racists killing people of color is racist. #BlackLivesMatter #StopAsianHate,seanchodge,https://twitter.com/seanchodge/status/1484639112703393795
2022-01-21 21:24:28+00:00,1484638045991284736,"Appropriate.
#StopAsianHate #StopAAPIHate #StopXenophobia
https://t.co/qj5JToGjRR",MichaelJChow10,https://twitter.com/MichaelJChow10/status/1484638045991284736
2022-01-21 21:21:29+00:00,1484637297089777664,"Check out @CleaningLadyFOX by @MirandaKwok88 &amp; @ElodieYung from DareDevil series &amp; @millan_nyc. Main character of the series is Cambodian &amp; Filipino, written &amp; produced by an Asian female team, they are showing us how it's done👏
#RepresentationMatters #AAPI #StopAsianHate #NFT",asiangirlznft,https://twitter.com/asiangirlznft/status/1484637297089777664
2022-01-21 21:11:45+00:00,1484634847545114629,#StopAsianHate https://t.co/LMnT8kumvd,_eazy_eric,https://twitter.com/_eazy_eric/status/1484634847545114629
2022-01-21 21:06:49+00:00,1484633606295371776,#NeverVoteConservative #StopThe413 #StopAsianHate https://t.co/Il7C52bdbG,ledzep125,https://twitter.com/ledzep125/status/1484633606295371776
2022-01-21 20:53:00+00:00,1484630127614967808,#StopAsianHate A news anchor at a St. Louis television station has received an outpouring of support from around the world since a viewer criticized her for “being very Asian” and told her to “keep her Korean to herself. #AAPI #DiversityInMedia #MMCA https://t.co/EWhH4d6gRg,MMCADC,https://twitter.com/MMCADC/status/1484630127614967808
2022-01-21 20:47:58+00:00,1484628860297973760,"@e_von7 @shadowbvnny @jimmykimmel @JimmyKimmelLive This is sickening ! 
#RacismIsNotAComedy
#StopAsianHate",lyfgoeSEVEN,https://twitter.com/lyfgoeSEVEN/status/1484628860297973760
2022-01-21 20:45:12+00:00,1484628166954164234,"@jimmykimmel is a racist. He just casually compared BTS to covid in front of an Asian women.

Racism is not a joke. I’m sick and tired of this shit. We can’t let people like him get a way with casual racism. Why give these people a platform??? Take him out!! 

#StopAsianHate https://t.co/6KVl245lbe",AigoBangtan,https://twitter.com/AigoBangtan/status/1484628166954164234
2022-01-21 20:44:02+00:00,1484627870995689479,@nypost Why did you imply for so long that #stopasianhate was a response to white violence against asians when you knew all along it's a nubian problem?,trollo_han,https://twitter.com/trollo_han/status/1484627870995689479
2022-01-21 20:42:14+00:00,1484627419068010496,When will these fucking dumbass people start using their rusted brains and stop thinking that racism Is a joke..so fucking tired of this shit   #StopAsianHate https://t.co/tOIITofcOV,sevenoves,https://twitter.com/sevenoves/status/1484627419068010496
2022-01-21 20:33:21+00:00,1484625185604964352,#StopAsianHate,IAmTehran,https://twitter.com/IAmTehran/status/1484625185604964352
2022-01-21 20:32:13+00:00,1484624898089574401,@BlackHatNanny @F1ckleS1ckle #StopAsianHate,helloSnafu,https://twitter.com/helloSnafu/status/1484624898089574401
2022-01-21 20:27:17+00:00,1484623658857418757,@Moncler promotes #blacklivesmatter and #stopasianhate on their IG and at the same time sell #fur! What about the poor innocent animals who you exploit for profit Moncler? That is what hypocrisy looks like. Promote kindness for all!,isa_for_animals,https://twitter.com/isa_for_animals/status/1484623658857418757
2022-01-21 20:23:50+00:00,1484622786857521152,#StopAsianHate https://t.co/oFyBr1sxBn,victorykn,https://twitter.com/victorykn/status/1484622786857521152
2022-01-21 20:18:50+00:00,1484621528713113603,"Learned long ago, often best pictures are either before or after the event. Memorial for Yao Pan Ma. #stopasianhate https://t.co/mqZz0Brx7q",Yunghi,https://twitter.com/Yunghi/status/1484621528713113603
2022-01-21 20:18:03+00:00,1484621331698233353,No complacency about racism in Scotland please. Call it out every time. #BLM #StopAsianHate https://t.co/OTC7nlLJ5p,mz5159,https://twitter.com/mz5159/status/1484621331698233353
2022-01-21 20:12:32+00:00,1484619946865098752,隠れん坊オンライン / Apex Legends / Minecraft #StopAsianHate #HealtheWorld,kakure_profile,https://twitter.com/kakure_profile/status/1484619946865098752
2022-01-21 20:06:15+00:00,1484618365914206210,Wow!!! Que racista #StopAsianHate https://t.co/4HVGyHUqMe,PolitiRican2015,https://twitter.com/PolitiRican2015/status/1484618365914206210
2022-01-21 20:04:15+00:00,1484617858629910528,#StopAsianHate https://t.co/csAdrhWB0Q,HeidiHugh8,https://twitter.com/HeidiHugh8/status/1484617858629910528
2022-01-21 20:00:00+00:00,1484616791779426306,"🗣️ You can #Respond2Racism in real life with tools such as delegating. Find a 3rd party to help/intervene, someone with more perceived authority, such as a store manager or security guard. #StopAsianHate https://t.co/3Cl5PcK5hs https://t.co/c0BWSGFYxa",Respond2Racism,https://twitter.com/Respond2Racism/status/1484616791779426306
2022-01-21 19:58:05+00:00,1484616309346390021,#StopAsianHate https://t.co/53Naus6jYt,laura_xvo,https://twitter.com/laura_xvo/status/1484616309346390021
2022-01-21 19:56:47+00:00,1484615982257774595,#StopAsianHate https://t.co/LY3UuNi0St,NATE2H3LL,https://twitter.com/NATE2H3LL/status/1484615982257774595
2022-01-21 19:53:03+00:00,1484615040342892548,"The @AsianGoldRibbon Campaign is a platform developed to initiate widespread visibility against anti-Asian racism. The campaign supports healing, amplifying Asian voices, and educating to raise awareness. Donate here: https://t.co/UXrzQ4IVdA

#VeryAsian #StopAsianHate #AAPI https://t.co/wvSiH38TjR",edmpsychologist,https://twitter.com/edmpsychologist/status/1484615040342892548
2022-01-21 19:52:28+00:00,1484614895291219968,nah that can’t run #StopAsianHate https://t.co/0l92NbcMLl,khloebankslife,https://twitter.com/khloebankslife/status/1484614895291219968
2022-01-21 19:46:48+00:00,1484613468347064323,🚨 Are there any AAPI businesses in the East York or East Toronto area comfortable speaking about any acts of discrimination as business owners? Looking to write a story for Toronto Observer.🚨 #StopAsianHate #supportsmallbusiness #Toronto,jess_lopez0402,https://twitter.com/jess_lopez0402/status/1484613468347064323
2022-01-21 19:37:12+00:00,1484611053916934147,"12,976 signatures! Let’s get to 13k!  Include Asian American history to K-12 Education Curriculum in Florida - Sign the Petition! https://t.co/gOH8qBDJ9s via @Change #StopAsianHate",SifuMimiChan,https://twitter.com/SifuMimiChan/status/1484611053916934147
2022-01-21 19:34:15+00:00,1484610309637558273,"How the fuck does @JimmyKimmelLive just casually segue from COVID to “BTS fever” as if he’s not aware that racists have made this connection before? 

You should be ashamed—both you and your writers. #StopAsianHate https://t.co/aNPFUIWWpv",BTS_Banana613,https://twitter.com/BTS_Banana613/status/1484610309637558273
2022-01-21 19:28:07+00:00,1484608769153814531,@michaelmina_lab Bet your equivalent in China can read English #StopAsianHate,EspaarDO,https://twitter.com/EspaarDO/status/1484608769153814531
2022-01-21 19:21:44+00:00,1484607162458411010,Sickening how normalized racism is in this country @JimmyKimmelLive. In front of live television too. #StopAsianHate https://t.co/vGL2ijbgLw,eccentaecity,https://twitter.com/eccentaecity/status/1484607162458411010
2022-01-21 19:14:46+00:00,1484605408249528322,#StopAsianHate #StopAsianHateCrimes #StopAAPIHate #SpreadLoveNotHate https://t.co/sx1T72ZTYJ,DannyPerez1438,https://twitter.com/DannyPerez1438/status/1484605408249528322
2022-01-21 19:07:52+00:00,1484603672319377419,This is why we trended #StopAsianHate like why would you think this is a good joke???? https://t.co/tBPIMOSKEa,jiminchanels,https://twitter.com/jiminchanels/status/1484603672319377419
2022-01-21 19:03:12+00:00,1484602498526502913,"Asian hate on talk shows must stop. Diminishing women for loving an artist (@BTS_twt vs a sports team) must stop. It’s ok to have emotion when expressing the joy being #btsarmy brings. It’s not ok to be ridiculed for it. #StopAsianHate 

And listen to #BTS_Butter by #bts https://t.co/meTQsFwAMN",SoCalRoving,https://twitter.com/SoCalRoving/status/1484602498526502913
2022-01-21 19:00:48+00:00,1484601894748278784,"@cherrrychim @e_von7 @jimmykimmel @JimmyKimmelLive #RacismIsNotComedy 
#StopAsianHate 

When will this ever stop😔
When will people start thinking before speaking 🤬",nanni86399210,https://twitter.com/nanni86399210/status/1484601894748278784
2022-01-21 18:59:22+00:00,1484601530456199172,"@neringiukasss @e_von7 @jimmykimmel @JimmyKimmelLive #RacismIsNotComedy 
#StopAsianHate",nanni86399210,https://twitter.com/nanni86399210/status/1484601530456199172
2022-01-21 18:57:58+00:00,1484601180433100802,"@Andy__ot7 @e_von7 @779Army @jimmykimmel @JimmyKimmelLive Well spoken! 
BTS saved so many lives, tought us to love ourselves, speak ourselves, no matter the skin color, gender identity, age, nationality! Only spreading positivity 💜
 What the **** is wrong with people  🤬
When will this ever stop!!😔#RacismIsNotComedy 
#StopAsianHate",nanni86399210,https://twitter.com/nanni86399210/status/1484601180433100802
2022-01-21 18:54:23+00:00,1484600278942949377,#StopAsianHate https://t.co/HeMMJa1nu0,SilasGreen14,https://twitter.com/SilasGreen14/status/1484600278942949377
2022-01-21 18:50:40+00:00,1484599343185289218,"@e_von7 @jimmykimmel @JimmyKimmelLive #StopAsianHate 
#RacismIsNotComedy 
😔🤬 when will this ever stop!!",nanni86399210,https://twitter.com/nanni86399210/status/1484599343185289218
2022-01-21 18:49:01+00:00,1484598926238007300,"This is the import certificate, but you know that. Your point was to amplify Anti-Asian hate, which tells me racism is a tool for you.  I hope the people of Wisconsin's First District will elect someone for whom racism  IS a deal breaker.  #StopAsianHate https://t.co/w5xQVDJPcQ",ComrieQuinn,https://twitter.com/ComrieQuinn/status/1484598926238007300
2022-01-21 18:48:01+00:00,1484598677763248131,"@LetsBeGoodHuman @jimmykimmel 🤬 what the ****!! 

Does this ever end 😪

#StopAsianHate 
#RacismIsNotComedy",nanni86399210,https://twitter.com/nanni86399210/status/1484598677763248131
2022-01-21 18:47:43+00:00,1484598598918680584,#StopAsianHate #StopAsianHateCrimes https://t.co/SIkpHyNUz9,aspie_kaioken,https://twitter.com/aspie_kaioken/status/1484598598918680584
2022-01-21 18:45:02+00:00,1484597923304415232,@jennifosho #StopAsianHate,tafreee,https://twitter.com/tafreee/status/1484597923304415232
2022-01-21 18:42:00+00:00,1484597161937412098,"You FOOL. So Ignorant. There are Asian Americans that talk like that. Just like in Texas, people with a southern draw.  It's just racist to make a statement like this. 
#NAACPImageAwards #NAACP #AAPI #StopAsianHate https://t.co/9yJ1i9BKwn",Michell76347278,https://twitter.com/Michell76347278/status/1484597161937412098
2022-01-21 18:34:01+00:00,1484595150697472006,The NYS Office for New Americans (@NYSNewAmericans) is available to assist any immigrant in need of free services and support. Contact the NYS New Americans Hotline at 1-800-566-7636. #StopAsianHate,NYSecofState,https://twitter.com/NYSecofState/status/1484595150697472006
2022-01-21 18:33:03+00:00,1484594910145699841,"Our thoughts go out to the family and loved ones of Yao Pan Ma. 

We invite EVERYONE to join us to call for unity and safer streets for the AAPI community. Please retweet
#StopAAPIHate #StopAsianHate https://t.co/V6fRas4HeE",SafeHorizon,https://twitter.com/SafeHorizon/status/1484594910145699841
2022-01-21 18:32:30+00:00,1484594769837891587,@abralaptn @mf_mp4 @MarieCPalot Ah merde ça doit être le correcteur automatique #StopAsianHate,SoTakuuu_,https://twitter.com/SoTakuuu_/status/1484594769837891587
2022-01-21 18:32:07+00:00,1484594675453358080,#StopAsianHate #StopAsianHateCrimes https://t.co/U5pR8S3LVg,3000_chess,https://twitter.com/3000_chess/status/1484594675453358080
2022-01-21 18:26:39+00:00,1484593296878063621,Check out Apex With The Homies | Short Stream | !Commands | R.I.P Papa  Lemon 🍋♥️| !Lemon | #LemonDripSquad | #StopAsianHate https://t.co/lKDUZ7KinN,dorothyvuyay25,https://twitter.com/dorothyvuyay25/status/1484593296878063621
2022-01-21 18:24:17+00:00,1484592703476146179,"""...education is one of the most effective tools we have against racism. It’s important for us to raise the voices of marginalized people and tell those stories and show that those lives and histories matter, too.” Take a minute to read this article 
#StopAsianHate https://t.co/okRqtuyXkZ",righttobeorg,https://twitter.com/righttobeorg/status/1484592703476146179
2022-01-21 18:21:46+00:00,1484592069901307904,The casual racism is appalling after two years of increased Asian hate crimes.  This is no better than what Tr*mp said.  #StopAsianHate @jimmykimmel https://t.co/1xoBZot9eC,gldnsun1,https://twitter.com/gldnsun1/status/1484592069901307904
2022-01-21 18:20:05+00:00,1484591646335508482,I want to share how much i dislike the #StopAsianHate  hashtag and saying. Asking people not to hate us devalues us. It is asking people to just leave our communities alone. Asking for neglect and indifference. That kind of isolation leads to the ignorance and hatred we see now. https://t.co/KAlEulueky,mwatsonnyc,https://twitter.com/mwatsonnyc/status/1484591646335508482
2022-01-21 18:11:12+00:00,1484589412075909123,"https://t.co/MAGo4gSNZu
#StopAsianHate 
“This is our 25th anniversary, so we are known in the neighborhood as an Asian-run church, at this point as far as what we’re thinking about, it’s a hate crime. It’s a hate attack. I mean, what else? Why else would they do that?”",HCS_Homecrest,https://twitter.com/HCS_Homecrest/status/1484589412075909123
2022-01-21 18:08:55+00:00,1484588835623292936,"@juviasplace Slur causally thrown around against Asians! Congratulations, you're now in the racist trash pile along with those whose names we no longer mention. #StopAsianHate #racism #trash #juviasplace",anetplurth,https://twitter.com/anetplurth/status/1484588835623292936
2022-01-21 18:00:30+00:00,1484586716920881156,"This Asian-American woman's storefront got smashed up this week in Los Angeles... in Atwater Village

#AAPI #StopAsianHate #StopAAPIHate #AAPIWomen

Please make it stop https://t.co/arKY3F2YHP",Consider8Media,https://twitter.com/Consider8Media/status/1484586716920881156
2022-01-21 17:59:44+00:00,1484586524985462793,Honoring the life of Michelle Go. But let’s not stop there. We must all work toward breaking down barriers especially at the intersectionality of race and gender. #StopAsianHate #rememberingMichelleGo https://t.co/GHLydwOCJe,CencaLisa,https://twitter.com/CencaLisa/status/1484586524985462793
2022-01-21 17:59:31+00:00,1484586468769243137,They decided to stay silent about crimes committed by them. I will remember that supporting BLM was the biggest mistake in my life. #fblm #blmterrorist #AllLivesMatter #BriannaKupfer #StopAsianHate #michellego,Timviewer,https://twitter.com/Timviewer/status/1484586468769243137
2022-01-21 17:55:34+00:00,1484585477520953355,"Today I joined @umasianalliance and the East Harlem community for a vigil in memory of Yao Pan Ma, whose life was tragically cut short by a brutal, unprovoked attack. 

I extend my deepest condolences to his loved ones as we stand united in our call to #StopAsianHate . https://t.co/ZYV5X3xg8a",SenatorSerrano,https://twitter.com/SenatorSerrano/status/1484585477520953355
2022-01-21 17:53:01+00:00,1484584835771518977,"As we remember the life of #YaoPanMa, we must do all that we can to #StopAsianHate. Stand up for each other, be a neighbor, and let's build a community that has each other's back all the time. https://t.co/8IszunF5Ym",hsnaveed,https://twitter.com/hsnaveed/status/1484584835771518977
2022-01-21 17:50:33+00:00,1484584213202436096,"Hate crime or not, what happened to Michelle Go is an American tragedy. From New York to CA, it is on all of us to put a stop to the lives cut short by the anti Asian violence that is tearing our country apart. The time is now to  #StopAsianHate.  https://t.co/RYAAw5r9gC",SenDaveMin,https://twitter.com/SenDaveMin/status/1484584213202436096
2022-01-21 17:43:21+00:00,1484582400323694593,#StopAsianHate https://t.co/2KgpXhfPfx,KIR_bigg50,https://twitter.com/KIR_bigg50/status/1484582400323694593
2022-01-21 17:39:34+00:00,1484581449382641669,"annnd she shots the asian guy ...

#Peacemaker  #StopAsianHate",Razzbender,https://twitter.com/Razzbender/status/1484581449382641669
2022-01-21 17:38:02+00:00,1484581065436057608,"In #EastHarlem today, dozens braved the frigid cold to hold vigil for #YaoPanMa and his family. The City of New York stands with our #AAPI and East Harlem neighbors to #StopAsianHate. Thank you to @umasianalliance for organizing today’s event and bringing the community together. https://t.co/Xzsx38iZ4G",mayorsCAU,https://twitter.com/mayorsCAU/status/1484581065436057608
2022-01-21 17:37:36+00:00,1484580952953303042,我们都绝不会忘记Michelle Go夫人 #asianlivesmatter #StopAsianHate #StopAsianHateCrimes https://t.co/iQe2BZuZca,Ryuuta5Yoshi17,https://twitter.com/Ryuuta5Yoshi17/status/1484580952953303042
2022-01-21 17:31:06+00:00,1484579318793707529,#StopAsianHate https://t.co/7pDlSLhAsx,CeaseArtTheft,https://twitter.com/CeaseArtTheft/status/1484579318793707529
2022-01-21 17:30:35+00:00,1484579189474750465,"@Army_Connect Well spoken! I don't understand people 😔
#StopAsianHate",nanni86399210,https://twitter.com/nanni86399210/status/1484579189474750465
2022-01-21 17:27:44+00:00,1484578470726455304,"@ManhattanDA You cannot say #StopAsianHate and at the same time propose the kind of policies you do to cater to criminals. It just doesn't make any kind of sense.

You are a plague on this city and we will not rest until you are removed or a special prosecutor is appointed to do the job.",shibapatriot,https://twitter.com/shibapatriot/status/1484578470726455304
2022-01-21 17:23:42+00:00,1484577456350646273,"@JoyAnnReid 
#StopAsianHate https://t.co/TR7vJKhzha",GingersnapMrs,https://twitter.com/GingersnapMrs/status/1484577456350646273
2022-01-21 17:22:56+00:00,1484577265644093442,#StopAsianHate https://t.co/HHtX2Ea9xt,mepk00alcom,https://twitter.com/mepk00alcom/status/1484577265644093442
2022-01-21 17:18:24+00:00,1484576121320460288,"“In this country American means white.  Everybody else has to hyphenate.”  - Toni Morrison

Shame on you #jimmykimmel 
#StopAsianHate",Koyas_Momma,https://twitter.com/Koyas_Momma/status/1484576121320460288
2022-01-21 17:16:04+00:00,1484575534206144516,@SolomonYue @Olympics @TeamUSA The Chinese haven’t forget the #stopasianHate which was 95% black men committing violence towards them,theRearAdmiral6,https://twitter.com/theRearAdmiral6/status/1484575534206144516
2022-01-21 17:15:53+00:00,1484575491487150089,Search and Care offers their condolences to the family of Yao Pan Ma. We also would like to show our support for the #EastHarlem community and condemn violence against the #Asian community and against ALL older adults. #StopAsianHate https://t.co/vY4JaYHLhb,Searchandcareny,https://twitter.com/Searchandcareny/status/1484575491487150089
2022-01-21 17:13:31+00:00,1484574893995872256,"En el video al inicio habla acerca de que los fanáticos dan ""miedo"".

Denuncien +👎
#StopAsianHate
• Video completo (comienza a hablar de BTS a las 5:26)

🖇•https://t.co/mIJ9OCwCW3",ampa_net,https://twitter.com/ampa_net/status/1484574893995872256
2022-01-21 17:13:03+00:00,1484574775070629895,@jimmykimmel #StopAsianHate RACIST,mooonxxx1234567,https://twitter.com/mooonxxx1234567/status/1484574775070629895
2022-01-21 17:12:31+00:00,1484574643558273030,@jimmykimmel @IndpRestaurants RACIST! #StopAsianHate,mooonxxx1234567,https://twitter.com/mooonxxx1234567/status/1484574643558273030
2022-01-21 17:12:20+00:00,1484574594547826693,"📢 @jimmykimmel y @JimmyKimmelLive dijeron que covid y B.TS ""son peligrosos"" y que uno tiene ""suerte de salir vivo"".
(+)
Aun existe el racismo y la xenofovia, estoy cansada de todo esto. 
 #StopAsianHate
https://t.co/q9Bocj09qz",ampa_net,https://twitter.com/ampa_net/status/1484574594547826693
2022-01-21 17:11:51+00:00,1484574473000927235,"Using their name Just to get more engagement on ur channel and still saying racist shit. I am disgusted by you. Watched full interview and she was super cute but your racist ass! #StopAsianHate
@jimmykimmel @JimmyKimmelLive https://t.co/9tOjsukWen",AnjaliMoonchild,https://twitter.com/AnjaliMoonchild/status/1484574473000927235
2022-01-21 17:10:51+00:00,1484574221934030849,@Lowes any time now??? #StopAsianHate,chelseaemilee16,https://twitter.com/chelseaemilee16/status/1484574221934030849
2022-01-21 17:06:56+00:00,1484573236549812228,@zubbycat @jimmykimmel @JimmyKimmelLive #StopAsianHate https://t.co/vAq6PiRcxA,Rebecca51252215,https://twitter.com/Rebecca51252215/status/1484573236549812228
2022-01-21 17:04:00+00:00,1484572499337793541,"Tandika Wright pled from 2nd degree murder to 1st degree manslaughter

FOUR YEARS in prison. Four yrs, for murder. 

6 yrs on parole. 

https://t.co/7Ke4Uj9011

The left has been decarcerating for a decade in NY. They're just brazen abt demanding it now.

#StopAsianHate https://t.co/7lWgUKwMaO",LastCasey,https://twitter.com/LastCasey/status/1484572499337793541
2022-01-21 17:02:15+00:00,1484572060609355779,"Here at 125th to remember #YaoPanMa. We do not tolerate hate or violence in Manhattan, and those who commit hate crimes targeting our AAPI community members or any community will be held accountable. Hate crimes tear at the very fabric of society. #StopAsianHate https://t.co/CO99dVudZQ",ManhattanDA,https://twitter.com/ManhattanDA/status/1484572060609355779
2022-01-21 17:00:07+00:00,1484571522010386435,"Hate against Asian American Pacific Islander (AAPI) populations have risen during the COVID-19 pandemic. Together, we can stop it.
Learn how and report a hate incident in your language at https://t.co/rkkiQQDv6d
#Respond2Racism #StopAAPIHate #StopAsianHate https://t.co/kbCnjnZOFl",Respond2Racism,https://twitter.com/Respond2Racism/status/1484571522010386435
2022-01-21 16:52:01+00:00,1484569484111360010,#StopAsianHate and they got tangibles. What they gone say next? It didn’t happen here so it don’t count? #wehavenoallies https://t.co/XzC6jeDefR,truvirgochild,https://twitter.com/truvirgochild/status/1484569484111360010
2022-01-21 16:49:48+00:00,1484568925484556290,Hey @Lowes  u wanna address this? #FireDavid #Lowes #StopAsianHate #lowesracist  https://t.co/qbdF1ZxjRZ,HighPanda98,https://twitter.com/HighPanda98/status/1484568925484556290
2022-01-21 16:49:07+00:00,1484568752180314113,"THIS ISN'T RIGHT AND IT'S OUTRIGHT  DISRESPECT. 
talk show hosts have been taking things way too far calling casual racism little jokes and that too in front of an asian woman. the j's cancel era.
#StopAsianHate https://t.co/aeKV10PfUb",mixtapebybts,https://twitter.com/mixtapebybts/status/1484568752180314113
2022-01-21 16:48:17+00:00,1484568543177940994,#StopAsianHate https://t.co/7SGAD4PWUG,HrsheysKis,https://twitter.com/HrsheysKis/status/1484568543177940994
2022-01-21 16:46:18+00:00,1484568045259481091,#StopAsianHate https://t.co/lG67Tep9D8,beat_nyc,https://twitter.com/beat_nyc/status/1484568045259481091
2022-01-21 16:44:44+00:00,1484567648864198657,".@jimmykimmel #StopAsianHate 

comparing 875 to Covid is NOT IT. https://t.co/TFp95Jvv6I",trinhers,https://twitter.com/trinhers/status/1484567648864198657
2022-01-21 16:35:31+00:00,1484565333033771010,"@TMZ @TheShadeRoom @jeremysliew @APIAVote 
Please look at the video above! #StopAsianHate #BoycottLowes 

@ChristineChenDC @stopAsianHate",henryCk128,https://twitter.com/henryCk128/status/1484565333033771010
2022-01-21 16:34:29+00:00,1484565070772383757,@BTS_twt #StopAsianHate ‼️,Yulissaot7,https://twitter.com/Yulissaot7/status/1484565070772383757
